,Combiner Box Schedule,Parallel Source Circuit Detail,# of PV Modules Per PV Source Circuit,# Of PV Source Circuits Per Parallel Source Circuit,1500 VDC Fuse Rating Per PV Source Circuit (A),# Of Parallel Source Circuits Per Combiner Box,1500 VDC Fuse Rating Per Parallel Source Circuit Harness (A),# Of PV Source Circuits Per Combiner Box,Average PV Module Power (W),# Of PV Modules Per Combiner Box,Combiner Box Power (kW),DC/AC Ratio (Based on 3600kW Nominal),1500 VDC Fuse Rating Per PV Combiner Output (A),DC Combiner Box Rating (A),PV Combiner Output Conductor Size and Type,Maximum Voltage (V),Operating Voltage (V),Max. Short Circuit Current (A),Operating Current (A),CB Length (ft),Power Loss From Combiner To Inverter,Power Loss Percentage From Combiner To Inverter,Power Loss Percentage From Average Harness To Combiner,Total
18,64.13,A,6,14,5,3,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,142.00,408.14,0.14%,1.50%,1.64%
19,64.13,C,6,10,5,6,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,142.00,408.14,0.14%,1.50%,1.64%
20,64.14,A,6,14,5,3,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,190.00,546.11,0.19%,1.50%,1.69%
21,64.14,C,6,10,5,6,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,190.00,546.11,0.19%,1.50%,1.69%
0,65.01,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,207.03,717.45,0.22%,1.63%,1.85%
1,65.02,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,144.03,499.13,0.16%,1.63%,1.79%
2,65.03,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,80.03,277.34,0.09%,1.63%,1.72%
3,65.04,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,77.97,270.20,0.08%,1.63%,1.71%
4,65.05,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,141.97,491.99,0.15%,1.63%,1.78%
5,65.06,A,6,14,5,8,55,112,475,672,319.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,205.97,713.78,0.22%,1.63%,1.85%
6,65.07,A,6,14,5,3,55,92,475,552,262.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,307,228,175.00,409.20,0.16%,1.50%,1.66%
7,65.07,C,6,10,5,5,55,92,475,552,262.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,307,228,175.00,409.20,0.16%,1.50%,1.66%
8,65.08,A,6,14,5,3,55,92,475,552,262.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,307,228,128.00,299.30,0.11%,1.50%,1.62%
9,65.09,A,6,14,5,3,55,88,475,528,250.8,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,96.00,205.38,0.08%,1.50%,1.59%
10,65.09,C,6,10,5,5,55,88,475,528,250.8,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,96.00,205.38,0.08%,1.50%,1.59%
11,65.09,A,6,14,5,2,55,88,475,528,250.8,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,96.00,205.38,0.08%,1.50%,1.59%
12,65.1,C,6,10,5,6,55,102,475,612,290.7,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,48.00,137.96,0.05%,1.50%,1.55%
13,65.1,A,6,14,5,3,55,102,475,612,290.7,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,48.00,137.96,0.05%,1.50%,1.55%
14,65.1,C,6,10,5,6,55,102,475,612,290.7,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,48.00,137.96,0.05%,1.50%,1.55%
15,65.11,A,6,14,5,3,55,102,475,612,290.7,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,46.00,132.22,0.05%,1.50%,1.55%
16,65.12,A,6,14,5,3,55,92,475,552,262.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,307,228,94.00,219.80,0.08%,1.50%,1.59%
17,65.12,C,6,10,5,6,55,92,475,552,262.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,307,228,94.00,219.80,0.08%,1.50%,1.59%
18,65.12,A,6,14,5,3,55,92,475,552,262.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,307,228,94.00,219.80,0.08%,1.50%,1.59%
19,65.13,C,6,10,5,5,55,92,475,552,262.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,307,228,142.00,332.04,0.13%,1.50%,1.63%
20,65.13,A,6,14,5,3,55,92,475,552,262.2,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,307,228,142.00,332.04,0.13%,1.50%,1.63%
21,65.14,C,6,10,5,5,55,88,475,528,250.8,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,174.00,372.25,0.15%,1.50%,1.65%
22,65.14,A,6,14,5,2,55,88,475,528,250.8,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,174.00,372.25,0.15%,1.50%,1.65%
23,65.14,C,6,10,5,6,55,88,475,528,250.8,1.12,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,174.00,372.25,0.15%,1.50%,1.65%
0,66.01,A,6,14,5,6,55,84,475,504,239.4,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,207.03,403.57,0.17%,1.63%,1.80%
1,66.02,A,6,14,5,6,55,84,475,504,239.4,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,160.03,311.95,0.13%,1.63%,1.76%
2,66.03,A,6,14,5,8,55,112,475,672,319.2,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,96.03,332.79,0.10%,1.63%,1.73%
3,66.04,A,6,14,5,8,55,112,475,672,319.2,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,61.97,214.75,0.07%,1.63%,1.70%
4,66.05,A,6,14,5,8,55,112,475,672,319.2,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,125.97,436.54,0.14%,1.63%,1.77%
5,66.06,A,6,14,5,6,55,84,475,504,239.4,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,189.97,370.31,0.15%,1.63%,1.78%
6,66.07,A,6,14,5,3,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,191.00,548.98,0.19%,1.50%,1.69%
7,66.07,C,6,10,5,6,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,191.00,548.98,0.19%,1.50%,1.69%
8,66.08,A,6,14,5,3,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,144.00,413.89,0.14%,1.50%,1.65%
9,66.08,C,6,10,5,6,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,144.00,413.89,0.14%,1.50%,1.65%
10,66.09,A,6,14,5,3,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,96.00,275.93,0.09%,1.50%,1.60%
11,66.09,C,6,10,5,6,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,96.00,275.93,0.09%,1.50%,1.60%
12,66.1,A,6,14,5,3,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,48.00,137.96,0.05%,1.50%,1.55%
13,66.1,C,6,10,5,6,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,48.00,137.96,0.05%,1.50%,1.55%
14,66.11,A,6,14,5,3,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,46.00,132.22,0.05%,1.50%,1.55%
15,66.11,C,6,10,5,6,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,46.00,132.22,0.05%,1.50%,1.55%
16,66.12,A,6,14,5,3,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,94.00,270.18,0.09%,1.50%,1.60%
17,66.12,C,6,10,5,6,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,94.00,270.18,0.09%,1.50%,1.60%
18,66.13,A,6,14,5,3,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,142.00,408.14,0.14%,1.50%,1.64%
19,66.13,C,6,10,5,6,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,142.00,408.14,0.14%,1.50%,1.64%
20,66.14,A,6,14,5,3,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,190.00,546.11,0.19%,1.50%,1.69%
21,66.14,C,6,10,5,6,55,102,475,612,290.7,1.11,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,190.00,546.11,0.19%,1.50%,1.69%
0,67.01,A,6,14,5,6,55,108,475,648,307.8,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,360,268,320.78,1033.66,0.34%,1.05%,1.39%
1,67.02,B,6,12,5,2,55,106,475,636,302.1,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,354,263,257.78,800.17,0.26%,1.50%,1.77%
2,67.02,A,6,14,5,5,55,106,475,636,302.1,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,354,263,257.78,800.17,0.26%,1.50%,1.77%
3,67.02,B,6,12,5,3,55,106,475,636,302.1,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,354,263,257.78,800.17,0.26%,1.50%,1.77%
4,67.03,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,320.86,1111.92,0.35%,1.83%,2.18%
5,67.04,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,96.00,332.68,0.10%,2.43%,2.54%
6,67.05,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,320.86,1111.92,0.35%,2.43%,2.78%
7,67.06,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,46.00,159.41,0.05%,2.43%,2.48%
8,67.07,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,62.00,214.86,0.07%,2.43%,2.50%
9,67.08,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,110.00,381.20,0.12%,2.43%,2.55%
10,67.09,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,158.00,547.54,0.17%,2.43%,2.61%
11,67.1,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,190.00,658.43,0.21%,2.43%,2.64%
12,67.11,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,238.00,824.78,0.26%,2.43%,2.69%
13,67.12,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,286.00,991.12,0.31%,2.43%,2.74%
0,68.01,A,6,14,5,7,55,98,475,588,279.3,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,271.00,719.03,0.26%,2.43%,2.69%
1,68.02,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,240.00,831.71,0.26%,2.43%,2.69%
2,68.03,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,192.00,665.37,0.21%,2.43%,2.64%
3,68.04,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,160.00,554.47,0.17%,2.43%,2.61%
4,68.05,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,112.00,388.13,0.12%,2.43%,2.56%
5,68.06,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,64.00,221.79,0.07%,2.43%,2.50%
6,68.07,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,48.00,166.34,0.05%,2.43%,2.49%
7,68.08,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,62.00,214.86,0.07%,2.43%,2.50%
8,68.09,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,110.00,381.20,0.12%,2.43%,2.55%
9,68.1,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,142.00,492.09,0.15%,2.43%,2.59%
10,68.11,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,190.00,658.43,0.21%,2.43%,2.64%
11,68.12,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,238.00,824.78,0.26%,2.43%,2.69%
0,69.01,B,6,12,5,8,55,96,475,576,273.6,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,431.00,1097.34,0.40%,1.19%,1.59%
1,69.02,B,6,12,5,8,55,96,475,576,273.6,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,336.00,855.47,0.31%,1.19%,1.51%
2,69.03,B,6,12,5,8,55,96,475,576,273.6,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,272.00,692.52,0.25%,1.19%,1.45%
3,69.04,B,6,12,5,8,55,96,475,576,273.6,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,208.00,529.58,0.19%,1.19%,1.39%
4,69.05,B,6,12,5,8,55,96,475,576,273.6,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,144.00,366.63,0.13%,1.19%,1.33%
5,69.06,B,6,12,5,8,55,96,475,576,273.6,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,80.00,203.68,0.07%,1.19%,1.27%
6,69.07,B,6,12,5,8,55,96,475,576,273.6,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,46.00,117.12,0.04%,1.19%,1.24%
7,69.08,B,6,12,5,8,55,96,475,576,273.6,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,78.00,198.59,0.07%,1.19%,1.27%
8,69.09,B,6,12,5,8,55,96,475,576,273.6,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,142.00,361.54,0.13%,1.19%,1.32%
9,69.1,B,6,12,5,8,55,96,475,576,273.6,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,206.00,524.48,0.19%,1.19%,1.38%
10,69.11,B,6,12,5,8,55,96,475,576,273.6,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,270.00,687.43,0.25%,1.19%,1.44%
11,69.12,B,6,12,5,8,55,96,475,576,273.6,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,334.00,850.38,0.31%,1.19%,1.50%
12,69.13,B,6,12,5,8,55,96,475,576,273.6,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,398.00,1013.32,0.37%,1.19%,1.56%
13,69.14,B,6,12,5,8,55,96,475,576,273.6,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,462.00,1176.27,0.43%,1.19%,1.62%
0,70.01,B,6,12,5,8,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,471.00,1199.18,0.44%,1.19%,1.63%
1,70.02,B,6,12,5,8,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,408.00,1038.78,0.38%,1.19%,1.57%
2,70.03,B,6,12,5,8,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,344.00,875.84,0.32%,1.19%,1.51%
3,70.04,B,6,12,5,8,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,280.00,712.89,0.26%,1.19%,1.45%
4,70.05,B,6,12,5,8,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,216.00,549.94,0.20%,1.19%,1.39%
5,70.06,B,6,12,5,8,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,152.00,387.00,0.14%,1.19%,1.33%
6,70.07,B,6,12,5,8,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,88.00,224.05,0.08%,1.19%,1.27%
7,70.08,B,6,12,5,9,55,108,475,648,307.8,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,360,268,40.00,128.89,0.04%,1.19%,1.23%
8,70.09,B,6,12,5,9,55,108,475,648,307.8,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,360,268,70.00,225.56,0.07%,1.19%,1.27%
9,70.1,B,6,12,5,8,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,150.00,381.91,0.14%,1.19%,1.33%
10,70.11,B,6,12,5,8,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,214.00,544.85,0.20%,1.19%,1.39%
11,70.12,B,6,12,5,8,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,278.00,707.80,0.26%,1.19%,1.45%
12,70.13,B,6,12,5,6,55,92,475,552,262.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,307,228,342.00,799.70,0.30%,1.08%,1.38%
13,70.13,C,6,10,5,2,55,92,475,552,262.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,307,228,342.00,799.70,0.30%,1.08%,1.38%
14,70.14,B,6,12,5,8,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,438.00,1115.17,0.41%,0.62%,1.03%
0,71.01,A,6,14,5,8,55,112,475,672,319.2,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,962.94,3337.01,1.05%,0.85%,1.89%
1,71.02,A,6,14,5,8,55,112,475,672,319.2,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,835.94,2896.90,0.91%,0.85%,1.76%
2,71.03,A,6,14,5,8,55,112,475,672,319.2,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,963.03,3337.33,1.05%,1.32%,2.36%
3,71.04,A,6,14,5,8,55,112,475,672,319.2,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,295.32,1023.41,0.32%,1.63%,1.95%
4,71.05,A,6,14,5,8,55,112,475,672,319.2,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,231.32,801.63,0.25%,1.63%,1.88%
5,71.06,A,6,14,5,8,55,112,475,672,319.2,1.06,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,167.32,579.84,0.18%,1.63%,1.81%
